Organization (Aggregated),Enabled Users,% Active Users,Average Copilot Actions,Avg Active Days,% Power Users,Date
Consolidated Messenger,184,58.6%,15.0,2.9,12.6%,2026-01-04 00:00:00
Consolidated Messenger,185,66.0%,17.0,3.4,11.8%,2026-01-11 00:00:00
Consolidated Messenger,186,73.6%,17.4,2.4,13.3%,2026-01-18 00:00:00
Consolidated Messenger,186,75.9%,14.8,2.8,8.9%,2026-01-25 00:00:00
Consolidated Messenger,187,69.9%,20.6,3.0,9.7%,2026-02-01 00:00:00
Consolidated Messenger,188,74.2%,16.8,2.3,8.1%,2026-02-08 00:00:00
Consolidated Messenger,189,64.5%,13.0,2.8,13.1%,2026-02-15 00:00:00
Consolidated Messenger,190,64.9%,12.2,2.9,11.4%,2026-02-22 00:00:00
Consolidated Messenger,191,52.5%,12.1,2.4,14.3%,2026-03-01 00:00:00
Graphic Design Institute,150,49.8%,8.7,2.5,,2025-03-30 00:00:00
Graphic Design Institute,150,57.0%,7.1,2.6,,2025-04-06 00:00:00
Graphic Design Institute,151,68.0%,10.7,3.3,,2025-04-13 00:00:00
Graphic Design Institute,152,79.1%,13.6,3.4,,2025-04-20 00:00:00
Graphic Design Institute,152,73.5%,16.8,2.5,,2025-04-27 00:00:00
Graphic Design Institute,153,82.0%,13.1,2.4,,2025-05-04 00:00:00
Graphic Design Institute,154,67.2%,16.7,2.3,,2025-05-11 00:00:00
Graphic Design Institute,154,62.5%,15.0,2.5,,2025-05-18 00:00:00
Graphic Design Institute,155,80.6%,17.4,2.9,,2025-05-25 00:00:00
Graphic Design Institute,156,75.3%,13.0,3.0,,2025-06-01 00:00:00
Graphic Design Institute,156,82.6%,13.9,2.9,,2025-06-08 00:00:00
Graphic Design Institute,157,79.9%,13.6,3.4,14.8%,2025-06-15 00:00:00
Graphic Design Institute,158,61.4%,17.4,2.6,16.7%,2025-06-22 00:00:00
Graphic Design Institute,158,61.9%,12.7,2.9,11.8%,2025-06-29 00:00:00
Graphic Design Institute,159,71.0%,16.5,3.0,9.9%,2025-07-06 00:00:00
Graphic Design Institute,160,79.0%,16.7,2.9,8.6%,2025-07-13 00:00:00
Graphic Design Institute,160,64.6%,13.3,2.6,11.8%,2025-07-20 00:00:00
Graphic Design Institute,161,60.3%,16.7,3.0,17.6%,2025-07-27 00:00:00
Graphic Design Institute,162,66.3%,12.4,2.9,17.9%,2025-08-03 00:00:00
Graphic Design Institute,162,57.1%,12.9,2.7,15.6%,2025-08-10 00:00:00
Graphic Design Institute,163,68.7%,17.4,2.8,9.1%,2025-08-17 00:00:00
Graphic Design Institute,164,72.6%,16.7,2.7,10.4%,2025-08-24 00:00:00
Graphic Design Institute,164,63.1%,12.1,3.1,15.6%,2025-08-31 00:00:00
Graphic Design Institute,165,86.9%,14.6,2.7,12.3%,2025-09-07 00:00:00
Graphic Design Institute,166,64.0%,17.2,2.7,16.2%,2025-09-14 00:00:00
Graphic Design Institute,166,80.8%,15.3,3.2,16.1%,2025-09-21 00:00:00
Graphic Design Institute,167,70.6%,17.7,3.2,9.6%,2025-09-28 00:00:00
Graphic Design Institute,168,64.7%,12.5,3.3,10.6%,2025-10-05 00:00:00
Graphic Design Institute,168,83.0%,13.1,3.3,10.1%,2025-10-12 00:00:00
Graphic Design Institute,169,78.0%,13.4,2.4,11.7%,2025-10-19 00:00:00
Graphic Design Institute,170,80.6%,16.9,2.9,17.2%,2025-10-26 00:00:00
Graphic Design Institute,170,77.5%,15.6,2.3,8.9%,2025-11-02 00:00:00
Graphic Design Institute,171,63.6%,15.1,2.6,12.4%,2025-11-09 00:00:00
Graphic Design Institute,172,70.3%,16.8,2.6,9.0%,2025-11-16 00:00:00
Graphic Design Institute,172,70.0%,16.4,2.8,11.9%,2025-11-23 00:00:00
Graphic Design Institute,173,70.2%,14.5,3.2,14.3%,2025-11-30 00:00:00
Graphic Design Institute,174,77.3%,16.9,2.5,15.9%,2025-12-07 00:00:00
Graphic Design Institute,174,78.7%,16.4,2.9,9.6%,2025-12-14 00:00:00
Graphic Design Institute,175,73.9%,12.6,2.3,8.9%,2025-12-21 00:00:00
Graphic Design Institute,176,58.6%,15.7,2.9,9.0%,2025-12-28 00:00:00
Graphic Design Institute,176,67.0%,15.9,2.6,17.3%,2026-01-04 00:00:00
Graphic Design Institute,177,62.0%,16.2,2.9,12.5%,2026-01-11 00:00:00
Graphic Design Institute,178,64.0%,17.0,2.3,9.3%,2026-01-18 00:00:00
Graphic Design Institute,178,77.0%,15.2,2.3,11.0%,2026-01-25 00:00:00
Graphic Design Institute,179,76.8%,21.8,3.2,17.6%,2026-02-01 00:00:00
Graphic Design Institute,180,81.9%,21.7,2.3,16.5%,2026-02-08 00:00:00
Graphic Design Institute,180,56.8%,11.1,2.5,16.8%,2026-02-15 00:00:00
Graphic Design Institute,181,53.4%,10.8,2.6,12.8%,2026-02-22 00:00:00
Graphic Design Institute,182,63.8%,12.1,2.7,15.5%,2026-03-01 00:00:00
Humongous Insurance,256,48.9%,8.0,2.9,,2025-03-30 00:00:00
Humongous Insurance,257,51.6%,7.7,3.1,,2025-04-06 00:00:00
Humongous Insurance,258,62.4%,11.0,3.2,,2025-04-13 00:00:00
Humongous Insurance,259,71.4%,11.1,2.9,,2025-04-20 00:00:00
Humongous Insurance,260,69.2%,17.3,2.8,,2025-04-27 00:00:00
Humongous Insurance,262,86.0%,12.7,2.7,,2025-05-04 00:00:00
Humongous Insurance,263,68.3%,12.8,2.8,,2025-05-11 00:00:00
Humongous Insurance,264,77.4%,12.7,2.3,,2025-05-18 00:00:00
Humongous Insurance,265,64.5%,15.8,2.7,,2025-05-25 00:00:00
Humongous Insurance,266,80.5%,17.2,3.0,,2025-06-01 00:00:00
Humongous Insurance,268,81.5%,13.3,2.9,,2025-06-08 00:00:00
Humongous Insurance,269,65.3%,18.0,2.4,8.4%,2025-06-15 00:00:00
Humongous Insurance,270,73.2%,13.6,3.1,13.6%,2025-06-22 00:00:00
Humongous Insurance,271,60.8%,17.1,2.8,14.2%,2025-06-29 00:00:00
Humongous Insurance,272,68.0%,12.3,2.6,12.5%,2025-07-06 00:00:00
Humongous Insurance,274,79.4%,13.4,2.8,17.0%,2025-07-13 00:00:00
Humongous Insurance,275,77.0%,12.5,2.9,17.6%,2025-07-20 00:00:00
Humongous Insurance,276,64.5%,13.3,3.1,14.1%,2025-07-27 00:00:00
Humongous Insurance,277,72.0%,15.9,2.7,15.0%,2025-08-03 00:00:00
Humongous Insurance,278,72.4%,17.9,3.1,11.8%,2025-08-10 00:00:00
Humongous Insurance,280,83.0%,17.5,2.7,11.5%,2025-08-17 00:00:00
Humongous Insurance,281,74.5%,14.9,3.0,8.3%,2025-08-24 00:00:00
Humongous Insurance,282,78.3%,16.7,3.2,13.3%,2025-08-31 00:00:00
Humongous Insurance,283,82.4%,13.2,2.9,10.9%,2025-09-07 00:00:00
Humongous Insurance,285,68.1%,13.6,3.0,17.5%,2025-09-14 00:00:00
Humongous Insurance,286,63.8%,17.9,2.9,9.4%,2025-09-21 00:00:00
Humongous Insurance,287,80.1%,13.0,2.2,9.4%,2025-09-28 00:00:00
Humongous Insurance,288,76.8%,17.3,2.8,14.8%,2025-10-05 00:00:00
Humongous Insurance,289,59.5%,14.0,3.2,11.1%,2025-10-12 00:00:00
Humongous Insurance,291,62.3%,12.7,3.1,8.3%,2025-10-19 00:00:00
Humongous Insurance,292,76.6%,12.5,2.8,12.7%,2025-10-26 00:00:00
Humongous Insurance,293,77.6%,15.2,2.8,12.9%,2025-11-02 00:00:00
Humongous Insurance,294,65.2%,12.4,2.7,10.5%,2025-11-09 00:00:00
Humongous Insurance,295,66.0%,13.5,3.3,11.5%,2025-11-16 00:00:00
Humongous Insurance,297,72.9%,13.3,2.2,14.5%,2025-11-23 00:00:00
Humongous Insurance,298,84.9%,17.2,2.5,14.6%,2025-11-30 00:00:00
Humongous Insurance,299,75.8%,14.7,3.0,16.0%,2025-12-07 00:00:00
Humongous Insurance,300,79.6%,12.2,3.3,10.5%,2025-12-14 00:00:00
Humongous Insurance,301,69.4%,15.0,2.6,11.3%,2025-12-21 00:00:00
Humongous Insurance,303,59.7%,16.6,2.9,10.8%,2025-12-28 00:00:00
Humongous Insurance,304,58.2%,13.2,2.2,9.3%,2026-01-04 00:00:00
Humongous Insurance,305,67.9%,13.2,3.4,17.0%,2026-01-11 00:00:00
Humongous Insurance,306,65.7%,15.4,2.7,9.6%,2026-01-18 00:00:00
Humongous Insurance,307,70.2%,17.3,2.6,10.7%,2026-01-25 00:00:00
Humongous Insurance,309,77.8%,19.6,2.4,15.1%,2026-02-01 00:00:00
Humongous Insurance,310,73.2%,19.0,2.8,13.0%,2026-02-08 00:00:00
Humongous Insurance,311,45.0%,13.0,2.6,17.4%,2026-02-15 00:00:00
Humongous Insurance,312,54.5%,13.7,2.5,11.1%,2026-02-22 00:00:00
Humongous Insurance,314,53.2%,10.7,3.1,15.4%,2026-03-01 00:00:00
Liberty Delights,114,51.2%,7.3,3.0,,2025-03-30 00:00:00
Liberty Delights,114,64.4%,8.6,2.7,,2025-04-06 00:00:00
Liberty Delights,115,64.0%,13.6,2.3,,2025-04-13 00:00:00
Liberty Delights,115,66.5%,11.4,2.4,,2025-04-20 00:00:00
Liberty Delights,116,68.0%,15.4,2.3,,2025-04-27 00:00:00
Liberty Delights,116,67.6%,12.4,3.3,,2025-05-04 00:00:00
Liberty Delights,117,64.8%,13.8,2.5,,2025-05-11 00:00:00
Liberty Delights,117,79.0%,13.1,2.8,,2025-05-18 00:00:00
Liberty Delights,118,61.5%,14.8,2.4,,2025-05-25 00:00:00
Liberty Delights,119,78.4%,13.6,2.2,,2025-06-01 00:00:00
Liberty Delights,119,71.1%,14.7,2.3,,2025-06-08 00:00:00
Liberty Delights,120,82.5%,16.8,3.4,18.0%,2025-06-15 00:00:00
Liberty Delights,120,74.0%,14.1,2.8,8.7%,2025-06-22 00:00:00
Liberty Delights,121,77.0%,16.1,2.9,13.4%,2025-06-29 00:00:00
Liberty Delights,121,81.5%,17.9,3.2,8.2%,2025-07-06 00:00:00
Liberty Delights,122,67.3%,16.8,3.1,14.3%,2025-07-13 00:00:00
Liberty Delights,123,68.6%,13.8,2.5,13.8%,2025-07-20 00:00:00
Liberty Delights,123,80.5%,12.8,2.2,17.0%,2025-07-27 00:00:00
Liberty Delights,124,69.9%,15.9,2.6,10.5%,2025-08-03 00:00:00
Liberty Delights,124,62.4%,15.6,3.2,15.5%,2025-08-10 00:00:00
Liberty Delights,125,73.2%,16.7,2.7,16.1%,2025-08-17 00:00:00
Liberty Delights,125,73.1%,16.0,3.1,10.7%,2025-08-24 00:00:00
Liberty Delights,126,70.7%,15.7,2.2,13.8%,2025-08-31 00:00:00
Liberty Delights,126,71.6%,16.9,2.6,10.8%,2025-09-07 00:00:00
Liberty Delights,127,72.2%,12.4,2.9,10.0%,2025-09-14 00:00:00
Liberty Delights,128,59.6%,13.6,3.0,11.6%,2025-09-21 00:00:00
Liberty Delights,128,69.5%,14.0,2.6,12.5%,2025-09-28 00:00:00
Liberty Delights,129,68.5%,13.7,3.2,8.1%,2025-10-05 00:00:00
Liberty Delights,129,74.5%,14.9,2.7,8.9%,2025-10-12 00:00:00
Liberty Delights,130,75.1%,17.6,2.3,9.1%,2025-10-19 00:00:00
Liberty Delights,130,86.3%,15.6,3.2,8.6%,2025-10-26 00:00:00
Liberty Delights,131,80.2%,16.9,3.1,16.9%,2025-11-02 00:00:00
Liberty Delights,132,63.6%,17.4,2.9,17.7%,2025-11-09 00:00:00
Liberty Delights,132,77.0%,16.4,3.3,11.2%,2025-11-16 00:00:00
Liberty Delights,133,81.2%,17.2,2.3,8.5%,2025-11-23 00:00:00
Liberty Delights,133,68.0%,15.0,2.6,13.2%,2025-11-30 00:00:00
Liberty Delights,134,73.8%,12.9,2.7,9.4%,2025-12-07 00:00:00
Liberty Delights,134,65.2%,17.7,2.9,11.4%,2025-12-14 00:00:00
Liberty Delights,135,72.5%,15.5,3.3,10.6%,2025-12-21 00:00:00
Liberty Delights,135,68.8%,15.7,2.6,16.8%,2025-12-28 00:00:00
Liberty Delights,136,66.8%,14.2,2.5,11.4%,2026-01-04 00:00:00
Liberty Delights,137,78.4%,13.0,3.2,12.0%,2026-01-11 00:00:00
Liberty Delights,137,58.3%,16.1,3.1,13.2%,2026-01-18 00:00:00
Liberty Delights,138,71.8%,14.5,3.0,17.1%,2026-01-25 00:00:00
Liberty Delights,138,75.1%,16.9,3.2,16.2%,2026-02-01 00:00:00
Liberty Delights,139,87.3%,16.8,2.2,14.3%,2026-02-08 00:00:00
Liberty Delights,139,62.8%,11.1,2.6,10.1%,2026-02-15 00:00:00
Liberty Delights,140,51.5%,13.9,2.5,10.7%,2026-02-22 00:00:00
Liberty Delights,141,57.8%,12.7,2.3,8.9%,2026-03-01 00:00:00
Lucerne Publishing,107,57.0%,6.6,2.2,,2025-03-30 00:00:00
Lucerne Publishing,107,58.2%,7.7,2.5,,2025-04-06 00:00:00
Lucerne Publishing,107,84.8%,13.2,2.5,,2025-04-13 00:00:00
Lucerne Publishing,108,79.2%,11.9,2.6,,2025-04-20 00:00:00
Lucerne Publishing,108,60.2%,15.9,3.1,,2025-04-27 00:00:00
Lucerne Publishing,109,77.2%,15.9,3.1,,2025-05-04 00:00:00
Lucerne Publishing,109,76.9%,15.3,2.5,,2025-05-11 00:00:00
Lucerne Publishing,110,69.7%,17.2,3.1,,2025-05-18 00:00:00
Lucerne Publishing,110,74.2%,13.5,2.8,,2025-05-25 00:00:00
Lucerne Publishing,111,71.9%,17.1,3.1,,2025-06-01 00:00:00
Lucerne Publishing,111,82.5%,15.5,2.6,,2025-06-08 00:00:00
Lucerne Publishing,112,77.1%,15.8,3.2,16.0%,2025-06-15 00:00:00
Lucerne Publishing,112,62.3%,16.7,3.1,17.4%,2025-06-22 00:00:00
Lucerne Publishing,113,76.8%,15.9,2.7,17.0%,2025-06-29 00:00:00
Lucerne Publishing,113,65.4%,15.0,3.3,14.7%,2025-07-06 00:00:00
Lucerne Publishing,114,79.6%,16.4,2.2,10.2%,2025-07-13 00:00:00
Lucerne Publishing,114,74.8%,12.3,2.9,17.8%,2025-07-20 00:00:00
Lucerne Publishing,115,69.8%,14.6,3.2,17.7%,2025-07-27 00:00:00
Lucerne Publishing,115,74.3%,13.8,3.4,14.3%,2025-08-03 00:00:00
Lucerne Publishing,116,58.6%,13.6,3.4,11.2%,2025-08-10 00:00:00
Lucerne Publishing,116,69.6%,13.4,2.3,12.4%,2025-08-17 00:00:00
Lucerne Publishing,117,76.0%,14.1,3.2,10.8%,2025-08-24 00:00:00
Lucerne Publishing,117,77.4%,13.8,2.5,17.3%,2025-08-31 00:00:00
Lucerne Publishing,118,57.0%,13.8,2.3,12.4%,2025-09-07 00:00:00
Lucerne Publishing,118,71.7%,17.5,2.9,8.3%,2025-09-14 00:00:00
Lucerne Publishing,118,65.8%,16.2,2.7,12.0%,2025-09-21 00:00:00
Lucerne Publishing,119,58.2%,13.6,2.4,10.6%,2025-09-28 00:00:00
Lucerne Publishing,119,58.9%,15.5,2.7,13.9%,2025-10-05 00:00:00
Lucerne Publishing,120,68.3%,16.7,3.1,11.9%,2025-10-12 00:00:00
Lucerne Publishing,120,67.2%,17.8,3.3,10.4%,2025-10-19 00:00:00
Lucerne Publishing,121,79.8%,12.0,3.4,9.6%,2025-10-26 00:00:00
Lucerne Publishing,121,59.6%,15.4,3.0,17.9%,2025-11-02 00:00:00
Lucerne Publishing,122,81.8%,14.8,2.6,14.7%,2025-11-09 00:00:00
Lucerne Publishing,122,85.8%,17.0,3.1,9.4%,2025-11-16 00:00:00
Lucerne Publishing,123,79.1%,16.9,2.3,15.7%,2025-11-23 00:00:00
Lucerne Publishing,123,66.5%,16.2,3.1,17.6%,2025-11-30 00:00:00
Lucerne Publishing,124,66.2%,14.3,3.0,12.3%,2025-12-07 00:00:00
Lucerne Publishing,124,77.8%,15.2,3.1,9.5%,2025-12-14 00:00:00
Lucerne Publishing,125,64.9%,14.3,3.2,15.1%,2025-12-21 00:00:00
Lucerne Publishing,125,71.1%,15.1,2.6,9.3%,2025-12-28 00:00:00
Lucerne Publishing,126,61.0%,15.1,3.1,13.7%,2026-01-04 00:00:00
Lucerne Publishing,126,82.4%,12.4,2.8,11.2%,2026-01-11 00:00:00
Lucerne Publishing,127,71.5%,17.8,2.8,10.5%,2026-01-18 00:00:00
Lucerne Publishing,127,82.1%,17.0,2.6,9.7%,2026-01-25 00:00:00
Lucerne Publishing,128,77.7%,17.3,3.3,9.6%,2026-02-01 00:00:00
Lucerne Publishing,128,75.4%,17.0,3.0,11.6%,2026-02-08 00:00:00
Lucerne Publishing,129,52.3%,14.0,3.0,17.7%,2026-02-15 00:00:00
Lucerne Publishing,129,47.9%,10.7,2.6,13.5%,2026-02-22 00:00:00
Lucerne Publishing,130,54.0%,14.3,2.8,8.2%,2026-03-01 00:00:00
Margie Travel,104,62.3%,7.6,3.3,,2025-03-30 00:00:00
Margie Travel,104,62.1%,8.2,2.3,,2025-04-06 00:00:00
Margie Travel,105,78.2%,11.2,3.3,,2025-04-13 00:00:00
Margie Travel,105,79.6%,12.7,3.4,,2025-04-20 00:00:00
Margie Travel,106,59.6%,13.4,3.3,,2025-04-27 00:00:00
Margie Travel,107,61.8%,15.9,3.4,,2025-05-04 00:00:00
Margie Travel,107,69.2%,14.8,2.6,,2025-05-11 00:00:00
Margie Travel,108,62.0%,15.4,2.5,,2025-05-18 00:00:00
Margie Travel,109,60.1%,14.3,2.6,,2025-05-25 00:00:00
Margie Travel,109,68.5%,14.8,3.1,,2025-06-01 00:00:00
Margie Travel,110,80.2%,15.7,2.4,,2025-06-08 00:00:00
Margie Travel,111,74.7%,13.6,2.9,10.3%,2025-06-15 00:00:00
Margie Travel,111,77.3%,15.1,2.6,14.1%,2025-06-22 00:00:00
Margie Travel,112,84.6%,16.4,3.0,13.2%,2025-06-29 00:00:00
Margie Travel,113,82.3%,13.5,2.8,13.8%,2025-07-06 00:00:00
Margie Travel,113,64.3%,14.6,3.0,16.6%,2025-07-13 00:00:00
Margie Travel,114,71.3%,15.2,2.7,9.6%,2025-07-20 00:00:00
Margie Travel,114,79.7%,15.7,2.8,8.9%,2025-07-27 00:00:00
Margie Travel,115,85.1%,13.4,3.1,16.2%,2025-08-03 00:00:00
Margie Travel,116,86.8%,14.0,3.3,11.1%,2025-08-10 00:00:00
Margie Travel,116,67.6%,16.1,3.3,15.6%,2025-08-17 00:00:00
Margie Travel,117,80.8%,13.3,2.6,8.8%,2025-08-24 00:00:00
Margie Travel,118,76.3%,13.4,2.8,16.2%,2025-08-31 00:00:00
Margie Travel,118,69.4%,14.7,2.7,16.2%,2025-09-07 00:00:00
Margie Travel,119,81.5%,15.1,3.2,15.4%,2025-09-14 00:00:00
Margie Travel,120,72.8%,15.1,3.0,10.4%,2025-09-21 00:00:00
Margie Travel,120,71.7%,14.4,2.7,15.7%,2025-09-28 00:00:00
Margie Travel,121,80.6%,12.2,2.8,17.0%,2025-10-05 00:00:00
Margie Travel,122,76.3%,12.4,2.8,14.8%,2025-10-12 00:00:00
Margie Travel,122,68.7%,13.8,2.7,16.5%,2025-10-19 00:00:00
Margie Travel,123,63.1%,13.9,2.7,14.8%,2025-10-26 00:00:00
Margie Travel,124,77.8%,15.5,2.3,13.9%,2025-11-02 00:00:00
Margie Travel,124,76.4%,17.5,3.2,17.5%,2025-11-09 00:00:00
Margie Travel,125,68.3%,16.0,2.9,12.4%,2025-11-16 00:00:00
Margie Travel,125,70.5%,16.5,3.0,14.4%,2025-11-23 00:00:00
Margie Travel,126,74.0%,17.4,3.0,16.5%,2025-11-30 00:00:00
Margie Travel,127,83.3%,14.9,2.5,17.4%,2025-12-07 00:00:00
Margie Travel,127,73.4%,13.9,3.0,8.8%,2025-12-14 00:00:00
Margie Travel,128,63.0%,13.3,2.5,16.6%,2025-12-21 00:00:00
Margie Travel,129,74.9%,12.4,2.7,13.0%,2025-12-28 00:00:00
Margie Travel,129,70.9%,13.0,3.3,10.5%,2026-01-04 00:00:00
Margie Travel,130,77.6%,14.6,2.8,12.3%,2026-01-11 00:00:00
Margie Travel,131,73.5%,13.0,3.1,14.2%,2026-01-18 00:00:00
Margie Travel,131,73.6%,12.0,3.2,16.5%,2026-01-25 00:00:00
Margie Travel,132,59.3%,16.9,2.3,12.3%,2026-02-01 00:00:00
Margie Travel,133,67.2%,19.0,2.3,11.2%,2026-02-08 00:00:00
Margie Travel,133,58.4%,11.3,2.6,11.0%,2026-02-15 00:00:00
Margie Travel,134,56.6%,13.7,2.6,16.7%,2026-02-22 00:00:00
Margie Travel,135,55.0%,13.7,3.3,11.9%,2026-03-01 00:00:00
Woodgrove Bank,159,51.1%,7.9,2.3,,2025-03-30 00:00:00
Woodgrove Bank,159,52.7%,7.7,2.7,,2025-04-06 00:00:00
Woodgrove Bank,160,62.0%,12.7,2.8,,2025-04-13 00:00:00
Woodgrove Bank,161,71.9%,13.3,3.4,,2025-04-20 00:00:00
Woodgrove Bank,161,70.0%,12.3,2.4,,2025-04-27 00:00:00
Woodgrove Bank,162,77.2%,17.9,3.2,,2025-05-04 00:00:00
Woodgrove Bank,163,68.9%,15.3,2.3,,2025-05-11 00:00:00
Woodgrove Bank,164,66.3%,14.6,2.5,,2025-05-18 00:00:00
Woodgrove Bank,164,74.8%,14.1,2.5,,2025-05-25 00:00:00
Woodgrove Bank,165,75.7%,17.0,3.2,,2025-06-01 00:00:00
Woodgrove Bank,166,77.5%,16.1,3.4,,2025-06-08 00:00:00
Woodgrove Bank,167,65.6%,16.2,2.5,11.3%,2025-06-15 00:00:00
Woodgrove Bank,167,75.7%,13.0,2.3,8.3%,2025-06-22 00:00:00
Woodgrove Bank,168,67.9%,13.9,2.8,12.0%,2025-06-29 00:00:00
Woodgrove Bank,169,75.7%,17.3,2.2,8.7%,2025-07-06 00:00:00
Woodgrove Bank,169,66.1%,12.5,2.5,9.7%,2025-07-13 00:00:00
Woodgrove Bank,170,78.5%,16.1,2.6,12.3%,2025-07-20 00:00:00
Woodgrove Bank,171,73.4%,15.9,2.5,14.7%,2025-07-27 00:00:00
Woodgrove Bank,172,76.5%,16.6,2.9,9.9%,2025-08-03 00:00:00
Woodgrove Bank,172,66.7%,17.6,3.3,13.5%,2025-08-10 00:00:00
Woodgrove Bank,173,62.2%,12.3,2.8,16.8%,2025-08-17 00:00:00
Woodgrove Bank,174,69.7%,17.1,3.3,15.3%,2025-08-24 00:00:00
Woodgrove Bank,175,64.0%,12.7,2.3,14.4%,2025-08-31 00:00:00
Woodgrove Bank,175,61.7%,15.8,2.8,10.6%,2025-09-07 00:00:00
Woodgrove Bank,176,79.1%,16.0,3.4,12.3%,2025-09-14 00:00:00
Woodgrove Bank,177,64.2%,12.4,3.2,14.0%,2025-09-21 00:00:00
Woodgrove Bank,177,86.0%,14.9,2.8,15.5%,2025-09-28 00:00:00
Woodgrove Bank,178,64.2%,15.6,2.6,16.8%,2025-10-05 00:00:00
Woodgrove Bank,179,83.1%,17.7,3.2,12.0%,2025-10-12 00:00:00
Woodgrove Bank,180,73.1%,14.8,3.0,14.2%,2025-10-19 00:00:00
Woodgrove Bank,180,76.3%,15.6,3.3,11.3%,2025-10-26 00:00:00
Woodgrove Bank,181,68.3%,12.9,3.2,17.6%,2025-11-02 00:00:00
Woodgrove Bank,182,72.9%,16.8,3.2,15.2%,2025-11-09 00:00:00
Woodgrove Bank,183,64.1%,14.4,2.6,10.7%,2025-11-16 00:00:00
Woodgrove Bank,183,78.0%,14.9,3.1,10.0%,2025-11-23 00:00:00
Woodgrove Bank,184,70.5%,14.8,3.2,16.2%,2025-11-30 00:00:00
Woodgrove Bank,185,65.9%,16.0,2.5,13.0%,2025-12-07 00:00:00
Woodgrove Bank,185,86.4%,14.7,2.3,17.2%,2025-12-14 00:00:00
Woodgrove Bank,186,77.7%,17.9,2.8,9.0%,2025-12-21 00:00:00
Woodgrove Bank,187,69.6%,14.4,3.0,10.5%,2025-12-28 00:00:00
Woodgrove Bank,188,72.9%,16.7,2.8,15.2%,2026-01-04 00:00:00
Woodgrove Bank,188,75.9%,17.3,2.3,11.1%,2026-01-11 00:00:00
Woodgrove Bank,189,79.8%,12.2,2.7,16.2%,2026-01-18 00:00:00
Woodgrove Bank,190,85.5%,13.5,3.0,14.5%,2026-01-25 00:00:00
Woodgrove Bank,191,59.5%,17.7,2.5,12.0%,2026-02-01 00:00:00
Woodgrove Bank,191,79.9%,16.4,2.4,16.3%,2026-02-08 00:00:00
Woodgrove Bank,192,50.2%,13.5,3.2,9.3%,2026-02-15 00:00:00
Woodgrove Bank,193,57.8%,13.1,2.5,12.2%,2026-02-22 00:00:00
Woodgrove Bank,194,56.4%,13.1,2.8,10.0%,2026-03-01 00:00:00
Alpine Ski House,207,54.9%,7.4,3.2,,2025-03-30 00:00:00
Alpine Ski House,208,52.8%,6.6,2.6,,2025-04-06 00:00:00
Alpine Ski House,209,73.9%,12.0,2.2,,2025-04-13 00:00:00
Alpine Ski House,211,64.7%,10.9,2.5,,2025-04-20 00:00:00
Alpine Ski House,212,69.2%,12.6,2.9,,2025-04-27 00:00:00
Alpine Ski House,214,80.1%,16.7,2.3,,2025-05-04 00:00:00
Alpine Ski House,215,78.4%,12.1,2.7,,2025-05-11 00:00:00
Alpine Ski House,217,58.3%,12.2,3.1,,2025-05-18 00:00:00
Alpine Ski House,218,68.6%,13.3,2.2,,2025-05-25 00:00:00
Alpine Ski House,220,80.7%,17.0,2.8,,2025-06-01 00:00:00
Alpine Ski House,221,72.3%,14.4,3.2,,2025-06-08 00:00:00
Alpine Ski House,223,56.4%,12.4,2.6,17.8%,2025-06-15 00:00:00
Alpine Ski House,224,79.2%,13.4,2.7,17.4%,2025-06-22 00:00:00
Alpine Ski House,225,64.9%,12.0,2.4,17.9%,2025-06-29 00:00:00
Alpine Ski House,227,79.8%,13.4,3.3,14.2%,2025-07-06 00:00:00
Alpine Ski House,228,75.0%,17.7,2.4,12.4%,2025-07-13 00:00:00
Alpine Ski House,230,77.8%,13.3,2.7,11.1%,2025-07-20 00:00:00
Alpine Ski House,231,60.2%,12.4,2.9,14.5%,2025-07-27 00:00:00
Alpine Ski House,233,84.1%,17.0,2.6,8.3%,2025-08-03 00:00:00
Alpine Ski House,234,63.7%,17.0,2.8,10.9%,2025-08-10 00:00:00
Alpine Ski House,236,74.2%,15.6,2.7,11.4%,2025-08-17 00:00:00
Alpine Ski House,237,79.4%,14.1,2.6,15.8%,2025-08-24 00:00:00
Alpine Ski House,239,65.6%,15.5,2.5,15.3%,2025-08-31 00:00:00
Alpine Ski House,240,86.4%,16.6,2.3,12.9%,2025-09-07 00:00:00
Alpine Ski House,242,80.1%,12.8,2.3,17.9%,2025-09-14 00:00:00
Alpine Ski House,243,64.7%,15.1,2.6,8.9%,2025-09-21 00:00:00
Alpine Ski House,244,68.1%,17.3,2.6,15.6%,2025-09-28 00:00:00
Alpine Ski House,246,65.8%,15.6,2.8,13.8%,2025-10-05 00:00:00
Alpine Ski House,247,82.8%,16.0,3.0,17.4%,2025-10-12 00:00:00
Alpine Ski House,249,77.5%,13.8,2.3,14.0%,2025-10-19 00:00:00
Alpine Ski House,250,75.8%,15.9,2.3,14.0%,2025-10-26 00:00:00
Alpine Ski House,252,60.5%,17.4,2.6,13.7%,2025-11-02 00:00:00
Alpine Ski House,253,58.9%,17.7,3.3,17.0%,2025-11-09 00:00:00
Alpine Ski House,255,69.4%,15.2,2.9,10.1%,2025-11-16 00:00:00
Alpine Ski House,256,77.7%,13.0,3.3,15.5%,2025-11-23 00:00:00
Alpine Ski House,258,82.0%,12.2,2.8,17.2%,2025-11-30 00:00:00
